SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,129 Edgehill Way,San Francisco,CA,94127,695000,,,Forest Hill Extension,,4399,,8,,,Active,,,http://www.redfin.com/CA/San-Francisco/129-Edgehill-Way-94127/home/101682139,San Francisco MLS,463214,N,Y,37.7432132,-122.4600665
MLS Listing,,Condo/Co-op,2230 Mason St Unit M204,San Francisco,CA,94133,949000,1,1.0,North Beach,747,,2001,8,1270,583,Active,,,http://www.redfin.com/CA/San-Francisco/2230-Mason-St-94133/unit-M204/home/1144113,San Francisco MLS,463228,N,Y,37.8043082,-122.413073
MLS Listing,,Condo/Co-op,2299 Market St #202,San Francisco,CA,94114,875000,1,1.0,Eureka Valley/Dolore,,,2013,8,,477,Active,October-7-2017 01:00 PM,October-7-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2299-Market-St-94114/unit-202/home/107354015,San Francisco MLS,463134,N,Y,37.7640511,-122.4327369
MLS Listing,,Condo/Co-op,1454 California #6,San Francisco,CA,94109,1049000,2,1.0,Nob Hill,1264,,1909,8,830,400,Active,October-5-2017 05:00 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/1454-California-St-94109/unit-6/home/551733,San Francisco MLS,463138,N,Y,37.791171,-122.418364
MLS Listing,,Single Family Residential,173 Brewster St,San Francisco,CA,94110,2395000,3,3.5,Bernal Heights,2455,,2017,8,976,,Active,,,http://www.redfin.com/CA/San-Francisco/173-Brewster-St-94110/home/143931140,San Francisco MLS,463191,N,Y,37.7437984,-122.407339
MLS Listing,,Multi-Family (2-4 Unit),2008-2010 Balboa St,San Francisco,CA,94121,1300000,,,Central Richmond,2670,2500,1920,8,487,,Active,,,http://www.redfin.com/CA/San-Francisco/2010-Balboa-St-94121/home/142821303,San Francisco MLS,463206,N,Y,37.7766133,-122.4805286
MLS Listing,,Single Family Residential,515 Gates St,San Francisco,CA,94110,899000,2,2.0,Bernal Heights,950,1750,1905,8,946,,Active,October-5-2017 05:30 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/515-Gates-St-94110/home/2025024,San Francisco MLS,462929,N,Y,37.7367198,-122.4139721
MLS Listing,,Condo/Co-op,480 N Mission Bay Blvd #620,San Francisco,CA,94158,995000,1,1.5,Mission Bay,1130,,2012,8,881,763,Active,,,http://www.redfin.com/CA/San-Francisco/480-Mission-Bay-Blvd-N-94158/unit-620/home/40326443,San Francisco MLS,462430,N,Y,37.7713093,-122.3889778
MLS Listing,,Single Family Residential,6 Hillview Ct,San Francisco,CA,94124,959000,3,2.0,Bayview,1776,1604,1984,8,540,,Active,October-5-2017 05:30 PM,October-5-2017 07:30 PM,http://www.redfin.com/CA/San-Francisco/6-Hillview-Ct-94124/home/1575793,San Francisco MLS,463200,N,Y,37.735607,-122.384551
MLS Listing,,Condo/Co-op,2415 Lake St,San Francisco,CA,94121,1199000,2,1.5,Lake,1300,,1912,8,922,200,Active,October-5-2017 05:00 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/2415-Lake-St-94121/home/110052333,San Francisco MLS,463155,N,Y,37.785517,-122.485492
MLS Listing,,Condo/Co-op,2421 16th St #202,San Francisco,CA,94103,1379000,2,2.5,Inner Mission,1208,,2014,9,1142,681,Active,,,http://www.redfin.com/CA/San-Francisco/2421-16th-St-94103/unit-202/home/109315202,San Francisco MLS,463093,N,Y,37.7654907,-122.4107608
MLS Listing,,Condo/Co-op,2121 Webster St #607,San Francisco,CA,94115,3595000,2,2.0,Pacific Heights,1956,,2016,9,1838,1490,Active,,,http://www.redfin.com/CA/San-Francisco/2121-Webster-St-94115/unit-607/home/114065314,San Francisco MLS,463187,N,Y,37.7902213,-122.4329717
MLS Listing,,Single Family Residential,563 38th Ave,San Francisco,CA,94121,1395000,3,2.0,Outer Richmond,1565,3000,1922,9,891,,Active,October-8-2017 02:00 PM,October-8-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/563-38th-Ave-94121/home/922948,San Francisco MLS,462511,N,Y,37.7782129,-122.4988189
MLS Listing,,Single Family Residential,276 Grand Vw,San Francisco,CA,94114,1490000,1,1.5,Noe Valley,735,2395,1908,9,2027,,Active,,,http://www.redfin.com/CA/San-Francisco/276-Grand-View-Ave-94114/home/674978,San Francisco MLS,463160,N,Y,37.7538259,-122.4417044
MLS Listing,,Single Family Residential,101 Spruce St,San Francisco,CA,94118,7500000,4,4.0,Presidio Heights,,2435,1922,9,,,Active,October-8-2017 01:00 PM,October-8-2017 02:30 PM,http://www.redfin.com/CA/San-Francisco/101-Spruce-St-94118/home/1618260,San Francisco MLS,462885,N,Y,37.7898264,-122.4543542
MLS Listing,,Multi-Family (5+ Unit),2400 Washington St,San Francisco,CA,94115,3990000,5,,Pacific Heights,4880,2539,1900,10,818,,Active,October-5-2017 02:30 PM,October-5-2017 03:30 PM,http://www.redfin.com/CA/San-Francisco/2400-Washington-St-94115/home/143916373,San Francisco MLS,462910,N,Y,37.7918106,-122.432773
MLS Listing,,Condo/Co-op,28 Parker Ave #303,San Francisco,CA,94118,995000,2,2.0,Jordan Park/Laurel Heights,,,,10,,400,Active,,,http://www.redfin.com/CA/San-Francisco/28-Parker-Ave-94118/unit-303/home/40274946,San Francisco MLS,463162,N,Y,37.785653,-122.4544206
MLS Listing,,Single Family Residential,2722 39th Ave,San Francisco,CA,94116,899000,3,1.0,Outer Parkside,1214,2996,1948,10,741,,Active,October-5-2017 05:00 PM,October-5-2017 07:00 PM,http://www.redfin.com/CA/San-Francisco/2722-39th-Ave-94116/home/1916759,San Francisco MLS,461637,N,Y,37.736036,-122.4964272
MLS Listing,,Multi-Family (2-4 Unit),200-206 Peabody St,SAN FRANCISCO,CA,94134,1300000,3,,SAN FRANCISCO,1409,1934,1962,10,923,,Active,,,http://www.redfin.com/CA/San-Francisco/206-Peabody-St-94134/home/137086701,MLSListings,ML81679276,N,Y,37.7094549,-122.4079361
MLS Listing,,Condo/Co-op,241 10th St #307,San Francisco,CA,94103,779000,1,1.0,South of Market,,,2017,10,,556,Active,October-7-2017 11:00 AM,October-7-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/241-10th-St-94103/unit-307/home/143899359,San Francisco MLS,463153,N,Y,37.7736521,-122.4134394
MLS Listing,,Single Family Residential,121 Peabody St,SAN FRANCISCO,CA,94134,1100000,3,3.0,SAN FRANCISCO,1730,3310,1964,10,636,,Active,,,http://www.redfin.com/CA/San-Francisco/121-Peabody-St-94134/home/1274013,MLSListings,ML81679267,N,Y,37.7107364,-122.407006
MLS Listing,,Townhouse,111 Galewood Cir,San Francisco,CA,94131,1250000,3,2.5,Forest Knolls,2300,1556,1979,10,543,255,Active,October-8-2017 01:00 PM,October-8-2017 03:00 PM,http://www.redfin.com/CA/San-Francisco/111-Galewood-Cir-94131/home/1532450,San Francisco MLS,462967,N,Y,37.7520066,-122.4566832
